,t,f,e,s
629,6.29,5589.18951536568,0.0001315112305,305551429.0162444
625,6.25,5530.95323674866,0.00013181640619999997,302367751.2928287
630,6.3,5604.12189632316,0.000132121582,306367756.73739785
634,6.34,5632.49341747344,0.000132121582,307918779.26168334
635,6.35,5677.29055144944,0.00013334228519999998,310367761.9387904
643,6.43,5734.03359375,0.0001339526367,313469806.9873615
652,6.52,5843.0399605053,0.0001339526367,319428998.57361627
639,6.39,5726.56740327126,0.0001339526367,313061643.1267848
636,6.36,5665.344647573101,0.0001342578125,309714699.81050307
638,6.38,5654.891984461439,0.0001342578125,309143270.60023683
642,6.42,5713.12826307846,0.0001348681641,312326948.3236526
633,6.33,5632.49341747344,0.0001351733398,307918779.26168334
644,6.44,5725.074166954801,0.00013547851560000003,312980010.4519401
631,6.31,5619.05427283242,0.00013547851560000003,307184084.21537465
641,6.41,5722.08768987366,0.0001370043945,312816744.85907406
647,6.47,5799.73606284576,0.0001373095703,317061648.5713539
648,6.48,5802.7225399269,0.0001373095703,317224914.1642199
649,6.49,5834.0805337101,0.0001379199219,318939202.0381949
645,6.45,5765.39159198142,0.00013853027339999998,315184095.104513
651,6.51,5837.06701079124,0.0001388354492,319102467.6310609
653,6.53,5857.97234146278,0.000139140625,320245326.29476964
661,6.61,5935.620714434879,0.00013944580080000002,324490230.0070495
657,6.57,5920.688333477399,0.00013944580080000002,323673902.2858961
637,6.37,5680.27702853058,0.00013975097660000002,310531027.5316564
650,6.5,5804.215776243361,0.0001400561523,317306546.83906466
658,6.58,5913.22214299866,0.0001400561523,323265738.42531943
665,6.65,5966.97870821808,0.0001403613281,326204517.8810245
654,6.54,5878.877672134321,0.0001403613281,321388184.95847857
655,6.55,5898.2897664894,0.0001403613281,322449410.94734263
669,6.69,6040.14736779258,0.0001409716797,330204523.32559365
663,6.63,5975.93813501328,0.0001409716797,326694314.4164459
660,6.6,5928.154523956139,0.00014158203119999998,324082066.1464728
667,6.67,6004.30965616356,0.0001421923828,328245336.94073147
664,6.64,5975.93813501328,0.0001431079102,326694314.4164459
690,6.9,6250.69391082444,0.0001431079102,341714742.6375266
676,6.76,6129.7416401928,0.0001437182617,335102488.92298436
671,6.71,6064.03917109704,0.0001440234375,331510647.3389919
674,6.74,6102.8633598072,0.0001440234375,333633099.3167201
673,6.73,6070.012125259321,0.0001443286133,331837178.52472395
662,6.62,5971.458421615679,0.00014463378910000002,326449416.14873517
668,6.68,6023.721750518639,0.0001449389648,329306562.9295955
672,6.72,6084.94450176858,0.0001452441406,332653506.00270075
659,6.59,5929.647760272601,0.0001455493164,324163698.8213176
656,6.56,5910.23566591752,0.0001455493164,323102472.8324535
666,6.66,5992.36375228722,0.0001455493164,327592274.81244403
679,6.79,6132.7281172739395,0.0001455493164,335265754.5158503
677,6.77,6129.7416401928,0.0001458544922,335102488.92298436
670,6.7,6050.60003090424,0.00014615966800000002,330775952.53585976
682,6.82,6158.11316134308,0.00014646484369999999,336653511.44726986
678,6.78,6111.8227866024,0.00014646484369999999,334122895.8521415
675,6.75,6116.3025,0.00014677001949999998,334367794.11985224
680,6.8,6158.11316134308,0.0001470751953,336653511.44726986
681,6.81,6177.52525569816,0.0001476855469,337714737.43613404
683,6.83,6192.45763220742,0.00014829589839999998,338531064.91411084
684,6.84,6199.92382268616,0.00014860107419999998,338939228.7746875
688,6.88,6232.77505723404,0.00014860107419999998,340735149.56668377
685,6.85,6202.9102997673,0.0001492114258,339102494.36755353
689,6.89,6265.62629178192,0.00014951660160000002,342531070.35868
692,6.92,6259.653337619639,0.00014951660160000002,342204539.17294794
687,6.87,6208.8832494813605,0.00014951660160000002,339429025.31010896
686,6.86,6213.36296287896,0.0001504321289,339673923.57781965
691,6.91,6271.599241495979,0.0001507373047,342857601.3012354
696,6.96,6313.40990283906,0.0001513476562,345143318.62865305
712,7.12,6510.51731012634,0.000151652832,355918843.38063043
706,7.06,6450.787790744639,0.000151652832,352653532.7391933
702,7.02,6395.53798920876,0.0001528735352,349633120.60864365
694,6.94,6338.79495135642,0.0001528735352,346531075.8032491
693,6.93,6296.98428556512,0.0001531787109,344245358.2326549
698,6.98,6356.713804946821,0.0001531787109,347510668.87409204
700,7.0,6367.16646805848,0.0001531787109,348082098.0843581
695,6.95,6322.369334082479,0.00015348388669999999,345633115.407251
708,7.08,6491.10521577126,0.0001537890625,354857617.3917663
701,7.01,6395.53798920876,0.0001540942383,349633120.60864365
699,6.99,6376.1258993019,0.0001543994141,348571894.8629561
704,7.04,6425.4027466755,0.0001543994141,351265775.8077738
697,6.97,6380.6056126995,0.00015470458980000002,348816793.1306668
705,7.05,6471.6931258644,0.0001562304687,353796391.64607877
703,7.03,6401.51094337104,0.0001562304687,349959651.7943756
707,7.07,6461.240458304521,0.0001565356445,353224962.19263613
716,7.16,6543.36854467422,0.0001568408203,357714764.1726267
709,7.09,6482.14578897606,0.0001571459961,354367820.85634494
710,7.1,6488.118738690121,0.00015745117189999998,354694351.79890037
717,7.17,6565.7671116622205,0.0001577563477,358939255.5111802
711,7.11,6485.1322660572,0.0001580615234,354531086.4492109
713,7.13,6504.544355964061,0.0001580615234,355592312.1948985
715,7.15,6561.287398264621,0.000158671875,358694357.2434695
718,7.18,6574.72653845742,0.0001589770508,359429052.0466016
724,7.24,6637.44253047204,0.00015989257810000002,362857628.037728
725,7.25,6588.165683098439,0.00015989257810000002,360163747.09291023
714,7.14,6544.861780990679,0.00015989257810000002,357796396.8474713
721,7.21,6586.67244233376,0.0001605029297,360082114.17488897
720,7.2,6603.0980596077,0.0001605029297,360980074.5708871
723,7.23,6626.989867360379,0.0001608081055,362286198.8274619
727,7.27,6677.75995549866,0.00016111328119999997,365061712.690301
719,7.19,6591.152155731361,0.0001617236328,360327012.4425998
722,7.22,6635.94929415558,0.00016202880860000001,362775995.3628833
726,7.26,6659.8411019082605,0.00016233398439999998,364082119.6194582
732,7.32,6762.8745189495,0.0001629443359,369714780.26315755
737,7.37,6824.09727019944,0.0001632495117,373061723.3362627
739,7.39,6810.658130006639,0.0001632495117,372327028.5331305
731,7.31,6715.090903444139,0.0001632495117,367102531.75000787
729,7.29,6701.6517632513405,0.0001632495117,366367836.9468758
728,7.28,6695.67880908906,0.0001638598633,366041305.7611438
733,7.33,6774.820418377621,0.0001638598633,370367842.1482684
735,7.35,6752.421851389621,0.0001644702148,369143350.8097149
736,7.36,6773.32718206116,0.0001644702148,370286209.47342366
743,7.43,6891.2929800598795,0.00016538574220000002,376735197.83827645
740,7.4,6800.2054668949795,0.00016538574220000002,371755599.3228645
730,7.3,6724.05033023934,0.0001663012695,367592328.2854293
734,7.34,6770.340704980021,0.0001663012695,370122943.8805577
738,7.38,6792.73927641624,0.0001663012695,371347435.4622878
742,7.42,6846.49584163566,0.0001672167969,374286214.91799283
741,7.41,6818.124320485379,0.00016782714839999998,372735192.3937073
746,7.46,6895.772693457479,0.0001684375,376980096.10598713
749,7.49,6925.6374509242205,0.0001684375,378612751.3051174
771,7.71,7161.569042473439,0.0001684375,391510727.7916464
745,7.45,6885.3200258976,0.0001687426758,376408666.6525445
747,7.47,6912.19831073142,0.0001687426758,377878056.5019853
744,7.44,6877.85383541886,0.00016904785160000001,376000502.7919678
748,7.48,6906.22535656914,0.0001696582031,377551525.3162533
750,7.5,6928.623923557139,0.0001696582031,378776016.6548068
757,7.57,7015.231723324439,0.00017057373050000002,383510716.9025081
756,7.56,6973.42106198136,0.00017118408199999998,381224999.57509047
753,7.53,6977.90077537896,0.00017118408199999998,381469897.84280115
765,7.65,7095.86657337768,0.00017148925780000003,387918886.20765394
759,7.59,7031.65734059838,0.00017148925780000003,384408677.2985062
752,7.52,6965.954871502621,0.0001717944336,380816835.71451384
754,7.54,7000.29934681518,0.00017209960940000002,382694389.4245313
760,7.6,6988.35344293884,0.00017209960940000002,382041327.29624385
758,7.58,7036.13705399598,0.0001733203125,384653575.56621695
762,7.62,7071.974765625,0.0001733203125,386612761.95107913
751,7.51,6949.5292586769,0.0001733203125,379918875.56169224
763,7.63,7079.44095610374,0.00017393066410000002,387020925.8116559
776,7.76,7204.872940132979,0.0001742358398,393878077.7939087
761,7.61,7051.069434953461,0.0001742358398,385469903.2873704
764,7.64,7101.8395230917395,0.0001748461914,388245417.15020937
766,7.66,7125.73133084442,0.00017545654300000002,389551541.4067842
755,7.55,6992.83315633644,0.00017545654300000002,382286225.5639546
767,7.67,7125.73133084442,0.00017545654300000002,389551541.4067842
779,7.79,7272.0686455452,0.00017545654300000002,397551552.05274594
774,7.74,7218.31208032578,0.0001757617187,394612772.5970409
780,7.8,7228.76474788566,0.00017606689449999998,395184202.0504836
768,7.68,7142.156948118361,0.00017606689449999998,390449501.80278236
769,7.69,7137.677234720761,0.00017606689449999998,390204603.5350717
770,7.7,7166.04875587104,0.00017637207030000003,391755626.05935717
772,7.72,7192.927036256639,0.0001766772461,393225015.66562134
802,8.02,7513.973186808479,0.0001769824219,410776059.48183036
773,7.73,7201.88646305184,0.0001772875977,393714812.2010428
777,7.77,7243.69712439492,0.00017759277339999998,396000529.52846044
782,7.82,7270.57540922874,0.0001778979492,397469919.3779012
778,7.78,7257.13626903594,0.0001778979492,396735224.57476914
784,7.84,7304.91988009308,0.00017850830079999997,399347472.8447422
781,7.81,7272.0686455452,0.00017881347660000002,397551552.05274594
786,7.86,7324.33197444816,0.00017911865230000001,400408698.83360624
775,7.75,7210.84588984704,0.00017911865230000001,394204608.7364642
783,7.83,7289.9874991356,0.00018094970699999999,398531145.1235888
787,7.87,7306.41311640954,0.0001812548828,399429105.51958686
792,7.92,7396.00739325798,0.0001815600586,404327071.36015415
788,7.88,7355.689968231361,0.0001815600586,402122986.7075813
791,7.91,7400.48710665558,0.0001818652344,404571969.62786484
785,7.85,7322.838733683479,0.0001824755859,400327065.915585
790,7.9,7400.48710665558,0.0001824755859,404571969.62786484
789,7.89,7370.62234918884,0.0001827807617,402939314.42873466
794,7.94,7430.351864122321,0.0001827807617,406204624.82699513
795,7.95,7412.43301053192,0.0001836962891,405225031.7561523
796,7.96,7431.845104887,0.0001836962891,406286257.7450164
793,7.93,7415.4194876130605,0.0001836962891,405388297.3490183
808,8.08,7591.62155978058,0.00018400146480000002,415020963.1941103
797,7.97,7454.2436718750005,0.00018400146480000002,407510749.08356994
801,8.01,7502.02728293214,0.0001846118164,410122997.353543
799,7.99,7485.60167010642,0.000185222168,409225037.20072144
800,8.0,7478.13547962768,0.0001855273437,408816873.34014475
798,7.98,7470.669289148939,0.0001858325195,408408709.479568
805,8.05,7557.277088916241,0.0001867480469,413143409.72726935
803,8.03,7516.959663889621,0.0001867480469,410939325.0746964
804,8.04,7519.946140970759,0.00018827392579999998,411102590.6675623
809,8.09,7596.10127317818,0.00018827392579999998,415265861.46182096
811,8.11,7621.48631724732,0.00018827392579999998,416653618.39324045
806,8.06,7569.22299279258,0.0001885791016,413796471.8555567
807,8.07,7584.1553693018395,0.0001885791016,414612799.3335335
814,8.14,7640.898411602399,0.0001888842773,417714844.3821046
810,8.1,7617.006603849721,0.0001891894531,416408720.1255298
817,8.17,7672.2564053856,0.0001904101562,419429132.25607955
819,8.19,7708.094117014621,0.00019102050780000002,421388318.6409418
815,8.15,7663.2969785904,0.0001913256836,418939335.7206581
818,8.18,7643.88488868354,0.0001913256836,417878109.9749706
816,8.16,7666.28345567154,0.0001916308594,419102601.3135241
813,8.13,7631.9389848072005,0.00019193603519999998,417225047.8466832
812,8.12,7648.36460208114,0.0001922412109,418123008.2426813
820,8.2,7731.985924767299,0.0001922412109,422694442.89751655
821,8.21,7684.202309261939,0.0001922412109,420082194.3843669
822,8.22,7721.53325720742,0.00019254638670000002,422123013.4440739
824,8.24,7751.398019122379,0.00019254638670000002,423755668.8863806
827,8.27,7782.75601290558,0.00019254638670000002,425469956.76035565
825,8.25,7754.3844917553,0.0001934619141,423918934.2360701
828,8.28,7814.1140111370005,0.0001934619141,427184244.87750715
823,8.23,7726.01297060502,0.0001943774414,422367911.7117846
826,8.26,7773.796586110379,0.0001952929687,424980160.22493416
831,8.31,7827.553151329799,0.0001955981445,427918939.6806392
832,8.32,7832.0328647274,0.00019590332030000002,428163837.94834995
829,8.29,7823.073437932201,0.00019590332030000002,427674041.41292864
830,8.3,7824.566674248661,0.00019651367190000001,427755674.0877733
840,8.4,7947.01218564498,0.00019712402339999997,434449560.72033674
833,8.33,7873.84352607048,0.00019712402339999997,430449555.2757676
835,8.35,7887.28266626328,0.00019712402339999997,431184250.07889974
848,8.48,8003.75522349732,0.00019742919920000002,437551605.52573127
838,8.38,7911.17447401596,0.00019742919920000002,432490374.33547455
834,8.34,7893.255620425561,0.000197734375,431510781.26463175
844,8.44,7994.795796702121,0.0001986499023,437061808.9903099
846,8.46,7996.28903301858,0.0001992602539,437143441.6651546
842,8.42,7961.944562154241,0.0001992602539,435265888.19831365
850,8.5,8029.14026756646,0.0001995654297,438939362.4571508
843,8.43,7958.958085073101,0.00019987060550000002,435102622.60544765
839,8.39,7932.0798046875,0.00019987060550000002,433633232.99918336
841,8.41,7935.066281768641,0.00019987060550000002,433796498.5920494
836,8.36,7914.1609510971,0.0002001757812,432653639.92834055
845,8.45,8003.75522349732,0.000200480957,437551605.52573127
837,8.37,7921.627137127621,0.00020139648440000002,433061803.5457407
852,8.52,8073.93740599068,0.0002017016602,441388345.37743443
860,8.6,8169.50463255318,0.00020200683589999998,446612842.1605571
856,8.56,8127.6939712101,0.00020200683589999998,444327124.8331395
854,8.54,8091.85625958108,0.00020200683589999998,442367938.44827724
853,8.53,8021.67408153594,0.00020200683589999998,438531198.83975065
847,8.47,8003.75522349732,0.0002026171875,437551605.52573127
869,8.69,8272.538049594421,0.0002029223633,452245502.80425656
849,8.49,8027.6470312500005,0.0002029223633,438857729.7823061
858,8.58,8124.70749412896,0.00020322753910000002,444163859.2402735
851,8.51,8048.55236192154,0.0002035327148,440000588.4460149
859,8.59,8166.51815547204,0.00020475341800000002,446449576.56769115
862,8.62,8202.355867101061,0.00020505859370000004,448408762.9525534
866,8.66,8230.72738825134,0.00020505859370000004,449959785.4768388
857,8.57,8123.2142578125,0.00020505859370000004,444082226.5654288
863,8.63,8176.97082303192,0.0002056689453,447021006.02113384
855,8.55,8106.788640538561,0.0002059741211,443184266.1694307
861,8.61,8173.98434595078,0.0002059741211,446857740.42826784
865,8.65,8224.75443408906,0.0002059741211,449633254.2911069
864,8.64,8193.39644030586,0.00020688964839999998,447918966.4171319
867,8.67,8235.207101648939,0.00020688964839999998,450204683.7445495
873,8.73,8311.36223385636,0.00020841552729999999,454367954.53880817
870,8.7,8293.44338026596,0.00020841552729999999,453388361.46796536
871,8.71,8259.09890940162,0.00020872070309999998,451510808.0011244
868,8.68,8263.578622799221,0.00020872070309999998,451755706.2688351
877,8.77,8360.63908567818,0.0002093310547,457061835.72680247
874,8.74,8338.24051869018,0.0002096362305,455837344.3882489
879,8.79,8399.46326994012,0.0002096362305,459184287.4613542
875,8.75,8333.76080529258,0.00021024658199999998,455592446.1205383
872,8.72,8284.483953470759,0.0002105517578,452898564.9325439
890,8.9,8503.98992774604,0.0002108569336,464898581.02307487
878,8.78,8341.226991323101,0.0002117724609,456000609.73793846
883,8.83,8403.94298778594,0.00021207763670000004,459429185.9722414
881,8.81,8384.53089343086,0.00021207763670000004,458367959.9833773
887,8.87,8469.64545243348,0.0002123828125,463021027.3130573
876,8.76,8344.213468404241,0.00021299316410000003,456163875.3308044
889,8.89,8477.111642912221,0.0002132983398,463429191.17363405
884,8.84,8414.3956508976,0.00021360351559999999,460000615.1825076
885,8.85,8453.21983515954,0.00021360351559999999,462123066.9170592
896,8.96,8538.33439861038,0.00021360351559999999,466776134.4899157
891,8.91,8517.42906793884,0.0002139086914,465633275.8262069
886,8.86,8465.16573903588,0.0002139086914,462776129.04534656
882,8.82,8397.97003362366,0.0002151293945,459102654.78650945
888,8.88,8460.68602563828,0.0002151293945,462531230.77763593
895,8.95,8559.23972928192,0.0002166552734,467918993.1536246
894,8.94,8541.320875691521,0.0002166552734,466939400.0827818
901,9.01,8593.584200146259,0.00021757080079999995,469796546.62046546
897,8.97,8593.584200146259,0.00021757080079999995,469796546.62046546
893,8.93,8532.3614444481,0.0002178759766,466449603.3041838
900,9.0,8608.51658110374,0.0002181811523,470612874.34161896
912,9.12,8762.32008628326,0.0002181811523,479021048.84815735
905,9.05,8657.79343292556,0.0002181811523,473306755.52961326
892,8.92,8533.85468521278,0.0002181811523,466531236.22220504
903,9.03,8641.36781565162,0.0002184863281,472408795.13361514
898,8.98,8604.03686770614,0.0002187915039,470367976.0739082
907,9.07,8666.75285972076,0.0002190966797,473796552.0650347
899,8.99,8610.009817420201,0.0002194018555,470694507.0164637
904,9.04,8651.82047876328,0.000220012207,472980224.3438813
880,8.8,8411.40917381646,0.000220012207,459837349.5896416
906,9.06,8653.31371952796,0.0002203173828,473061857.2619025
902,9.02,8627.9286710106,0.0002215380859,471674100.0873065
909,9.09,8705.577043982701,0.00022184326170000005,475919003.79958636
910,9.1,8723.4958975731,0.0002227587891,476898596.87042916
911,9.11,8719.0161841755,0.0002227587891,476653698.6027184
916,9.16,8766.799799680859,0.0002230639648,479265947.11586803
936,9.36,8989.29224658906,0.0002233691406,491429228.55608845
913,9.13,8736.93504221412,0.0002233691406,477633291.9167378
914,9.14,8766.799799680859,0.0002236743164,479265947.11586803
917,9.17,8804.13074762634,0.00022397949220000001,481306766.17557496
933,9.33,8963.90720251992,0.00022397949220000001,490041471.6246689
918,9.18,8813.09017442154,0.000224284668,481796562.71099645
922,9.22,8857.88731284576,0.00022458984370000003,484245545.63128006
925,9.25,8878.7926435173,0.0002248950195,485388404.2949889
926,9.26,8875.806166436161,0.0002258105469,485225138.7021229
921,9.21,8832.50226877662,0.0002261157227,482857788.6998605
919,9.19,8820.55636490028,0.0002264208984,482204726.5715731
920,9.2,8835.48874140954,0.0002264208984,483021054.0495499
931,9.31,8960.920729887,0.00022672607420000005,489878206.2749795
908,9.08,8692.1379037899,0.00022703125,475184308.99645424
927,9.27,8896.7114971077,0.00022733642579999996,486367997.36583173
924,9.24,8892.2317837101,0.00022733642579999996,486123099.098121
928,9.28,8911.64387806518,0.0002276416016,487184325.0869851
929,9.29,8919.11006854392,0.00022794677729999998,487592488.9475618
932,9.32,8960.920729887,0.00022794677729999998,489878206.2749795
923,9.23,8874.3129301197,0.0002285571289,485143506.0272782
915,9.15,8804.13074762634,0.0002285571289,481306766.17557496
935,9.35,8995.265200751339,0.000229777832,491755759.74182034
934,9.34,8998.251677832479,0.0002300830078,491919025.33468634
944,9.44,9126.670134494641,0.00023069335940000002,498939442.6666288
930,9.3,8953.45453940826,0.00023069335940000002,489470042.4144027
937,9.37,9019.15700850402,0.0002309985352,493061883.9983952
938,9.38,9013.18405434174,0.00023252441410000002,492735352.8126632
940,9.4,9059.47442908242,0.00023252441410000002,495265968.40779155
939,9.39,9008.704340944141,0.0002331347656,492490454.5449526
942,9.42,9096.8053770279,0.0002331347656,497306787.4674985
943,9.43,9090.832427313839,0.0002337451172,496980256.524943
946,9.46,9104.271567506641,0.00023466064449999998,497714951.32807523
941,9.41,9101.2850904255,0.00023466064449999998,497551685.73520917
948,9.48,9144.588992533258,0.0002349658203,499919035.980648
950,9.5,9171.467272918859,0.0002349658203,501388425.5869123
953,9.53,9198.34555775268,0.00023557617190000002,502857815.4363532
949,9.49,9169.974036602402,0.00023588134770000002,501306792.9120677
951,9.51,9171.467272918859,0.00023588134770000002,501388425.5869123
955,9.55,9217.75764765954,0.00023618652339999998,503919041.18204075
947,9.47,9147.5754696144,0.00023649169920000003,500082301.5735141
945,9.45,9102.77833119018,0.000236796875,497633318.6532305
957,9.57,9255.08859560502,0.00023771240229999998,505959860.2417477
956,9.56,9256.5818363697,0.0002383227539,506041493.15976894
960,9.6,9267.034499481359,0.0002386279297,506612922.370035
954,9.54,9190.87936727394,0.0002386279297,502449651.57577646
961,9.61,9277.487167041241,0.00023923828120000004,507184351.8234778
965,9.65,9296.8992569481,0.00023923828120000004,508245577.5691653
959,9.59,9280.47364412238,0.00023923828120000004,507347617.41634375
963,9.63,9302.87221111038,0.00023954345699999998,508572108.7548973
952,9.52,9213.277934261941,0.00023954345699999998,503674142.91433007
969,9.69,9371.56115283906,0.0002398486328,512327215.68857914
962,9.62,9290.926307234042,0.0002401538086,507919046.62661
958,9.58,9250.60888220742,0.0002404589844,505714961.97403693
967,9.67,9364.09496680854,0.0002416796875,511919052.07117903
971,9.71,9377.53410700134,0.00024198486329999995,512653746.87431115
966,9.66,9340.20315905586,0.0002425952148,510612927.8146042
972,9.72,9395.452960591741,0.0002432055664,513633339.9451541
968,9.68,9359.61525341094,0.0002432055664,511674153.80346835
970,9.7,9387.986770113,0.0002432055664,513225176.0845773
964,9.64,9319.297828384319,0.0002435107422,509470069.1508953
975,9.75,9438.7568626995,0.000243815918,516000690.1905929
974,9.74,9420.83800466088,0.000243815918,515021096.8765735
976,9.76,9461.1554296875,0.0002447314453,517225181.52914643
979,9.79,9467.12837940156,0.0002450366211,517551712.47170186
985,9.85,9537.31056189492,0.0002450366211,521388452.32340497
978,9.78,9474.5945698803,0.00024534179690000003,517959876.3322786
987,9.87,9583.600936635601,0.0002456469727,523919067.91853344
980,9.8,9473.10133356384,0.0002462573242,517878243.6574338
984,9.84,9547.7632294548,0.00024717285160000003,521959881.7768477
981,9.81,9504.45932734704,0.00024717285160000003,519592531.5314088
986,9.86,9549.25646577126,0.00024747802729999997,522041514.4516924
977,9.77,9470.114856482702,0.00024747802729999997,517714978.0645679
1001,10.01,9720.9788289894,0.0002477832031,531429282.2722503
983,9.83,9538.8038026596,0.0002483935547,521470085.24142635
973,9.73,9422.33124542556,0.0002483935547,515102729.79459476
982,9.82,9555.229419933541,0.0002483935547,522368045.63742447
994,9.94,9665.7290230053,0.00024930908199999996,528408869.8985239
990,9.9,9595.54684051194,0.00024930908199999996,524572130.0468208
995,9.95,9658.26283252656,0.0002496142578,528000706.0379472
988,9.88,9589.57389079788,0.0002499194336,524245599.10426533
989,9.89,9595.54684051194,0.0002499194336,524572130.0468208
991,9.91,9601.519794674221,0.0002505297852,524898661.2325528
993,9.93,9626.90483874336,0.0002511401367,526286418.16397226
996,9.96,9692.60730783912,0.0002514453125,529878259.74796474
992,9.92,9638.8507426197,0.0002514453125,526939480.29225963
997,9.97,9706.04644803192,0.00025205566410000003,530612954.5510969
1006,10.06,9771.748917127681,0.00025236083979999997,534204796.1350894
1004,10.04,9785.18805732048,0.0002526660156,534939490.93822145
998,9.98,9697.08702123672,0.0002526660156,530123158.0156755
999,9.99,9712.01939774598,0.0002532763672,530939485.4936523
1003,10.03,9764.28272664894,0.000253581543,533796632.27451265
1002,10.02,9735.91120549866,0.00025419189449999997,532245609.7502271
1000,10.0,9743.3773959774,0.0002544970703,532653773.61080384
1005,10.05,9774.7353897606,0.0002548022461,534368061.48477876
1010,10.1,9832.97166837762,0.0002548022461,537551739.2081945
1012,10.12,9859.84995321144,0.0002551074219,539021129.0576353
1007,10.07,9768.762440046541,0.0002554125977,534041530.5422234
1008,10.08,9804.60015167556,0.0002554125977,536000716.9270856
1019,10.19,9913.606518430859,0.0002554125977,541959908.5133404
1009,10.09,9834.4649091423,0.0002557177734,537633372.1262158
1013,10.13,9847.9040493351,0.0002557177734,538368066.9293479
1016,10.16,9879.26204756652,0.0002557177734,540082355.0464995
1014,10.14,9880.755283882982,0.00025663330079999996,540163987.7213442
1011,10.11,9838.9446225399,0.0002575488281,537878270.3939265
1015,10.15,9874.78233416892,0.0002581591797,539837456.7787887
1017,10.17,9922.56594522606,0.0002596850586,542449705.0487618
1021,10.21,9953.92394345748,0.0002596850586,544163993.1659132
1031,10.31,10058.45059681518,0.0002599902344,549878286.4844575
1018,10.18,9910.62004134972,0.0002602954102,541796642.9204744
1025,10.25,9997.22784111702,0.00026151611329999996,546531343.1681756
1022,10.22,9983.788700924222,0.0002618212891,545796648.3650436
1023,10.23,9977.81574676194,0.0002618212891,545470117.1793115
1029,10.29,10037.545266143641,0.0002621264648,548735427.8207487
1026,10.26,9986.775173557142,0.00026273681639999997,545959913.714733
1027,10.27,10036.05202537896,0.0002630419922,548653794.9027272
1024,10.24,9986.775173557142,0.0002636523437,545959913.714733
1020,10.2,9938.9915625,0.0002639575195,543347665.4447598
1028,10.28,10037.545266143641,0.0002639575195,548735427.8207487
1033,10.33,10079.355927486722,0.0002639575195,551021145.1481663
1035,10.35,10106.23420787232,0.0002645678711,552490534.7544304
1034,10.34,10091.30183136306,0.0002648730469,551674207.2764536
1037,10.37,10142.07191950134,0.0002651782227,554449721.1392927
1038,10.38,10122.65982514626,0.00026578857420000003,553388495.1504285
1030,10.3,10065.91678729392,0.00026609375,550286450.3450341
1056,10.56,10354.11170329788,0.00026639892579999997,566041573.3692468
1032,10.32,10091.30183136306,0.0002667041016,551674207.2764536
1046,10.46,10221.2135287899,0.0002667041016,558776257.5264173
1036,10.36,10122.65982514626,0.0002673144531,553388495.1504285
1039,10.39,10145.058396582479,0.0002676196289,554612986.7321587
1042,10.42,10194.33524395608,0.0002676196289,557306867.6769764
1064,10.64,10425.7871221077,0.0002676196289,569959945.8957947
1043,10.43,10207.774388597101,0.0002679248047,558041562.7232852
1044,10.44,10207.774388597101,0.0002679248047,558041562.7232852
1050,10.5,10274.970094009319,0.0002679248047,561715036.9821223
1041,10.41,10180.896103763278,0.0002679248047,556572172.8738443
1040,10.4,10173.42991328454,0.0002691455078,556164009.0132676
1045,10.45,10239.1323823803,0.0002697558594,559755850.59726
1047,10.47,10249.58504994018,0.0002700610352,560327280.0507028
1060,10.6,10398.908841722101,0.0002700610352,568490556.2895305
1048,10.48,10248.091809175501,0.0002703662109,560245647.1326816
1049,10.49,10279.44980740692,0.00027067138670000004,561959935.249833
1051,10.51,10279.44980740692,0.0002709765625,561959935.249833
1053,10.53,10327.23341846406,0.0002709765625,564572183.5198061
1052,10.52,10310.80780119012,0.0002715869141,563674223.1238079
1057,10.57,10366.057607174222,0.0002718920898,566694635.4975344
1055,10.55,10336.19284970748,0.0002728076172,565061980.2984041
1059,10.59,10379.49674736702,0.0002728076172,567429330.3006665
1061,10.61,10395.92236464096,0.000273112793,568327290.6966645
1054,10.54,10325.7401821476,0.0002734179687,564490550.8449613
1070,10.7,10501.94225431512,0.0002749438477,574123216.6900533
1063,10.63,10416.8276953125,0.00027524902339999996,569470149.3603734
1062,10.62,10415.33445899604,0.000275859375,569388516.6855286
1066,10.66,10455.651879574441,0.000275859375,571592601.094925
1068,10.68,10466.104547134319,0.000275859375,572164030.5483676
1058,10.58,10361.57789377662,0.0002764697266,566449737.2298236
1076,10.76,10558.685296615682,0.0002770800781,577225261.7386245
1078,10.78,10599.002721642299,0.0002773852539,579429346.3911972
1069,10.69,10501.94225431512,0.0002776904297,574123216.6900533
1065,10.65,10439.2262623005,0.0002776904297,570694640.6989269
1075,10.75,10531.807016230081,0.00027799560550000003,575755872.1323602
1073,10.73,10498.9557816822,0.0002789111328,573959951.3403639
1067,10.67,10478.05045101066,0.0002789111328,572817092.676655
1072,10.72,10534.793488863,0.0002792163086,575919137.4820496
1083,10.83,10637.826905904241,0.00027982666020000003,581551798.125749
1091,10.91,10713.982042559881,0.00028013183589999997,585715069.1631842
1071,10.71,10512.394921875,0.00028043701170000004,574694646.143496
1077,10.77,10572.124436808479,0.0002816577148,577959956.5417564
1085,10.85,10655.74575949464,0.00028196289059999997,582531391.1965919
1079,10.79,10609.455384753961,0.0002822680664,580000775.6014634
1081,10.81,10640.81338298538,0.0002822680664,581715063.7186149
1080,10.8,10613.93509815156,0.0002825732422,580245673.8691741
1082,10.82,10627.37424279258,0.00028287841800000004,580980368.9154829
